id,code,name,includes_iva,includes_ieps,border_incentive,alternative_names
c_clave_prod_serv_20122345,20122345,Terminales de prensado del cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122346,20122346,Dispositivos de tensión del cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122347,20122347,Tapones de tubos de cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122348,20122348,Herramientas ultrasónicas cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122349,20122349,Agarres del cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122350,20122350,Tarros del cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122351,20122351,Raspadores del cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122352,20122352,Lanza del cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122353,20122353,Tallos del cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122354,20122354,Válvulas del cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122356,20122356,Preventores del cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122357,20122357,Aceleradores de tarro del cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122358,20122358,Dardo de prueba,Opcional,Opcional,1,
c_clave_prod_serv_20122359,20122359,Accesorios y partes de herramientas de corrida del cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122360,20122360,Punzón de la línea de cable,Opcional,Opcional,1,
c_clave_prod_serv_20122361,20122361,Válvula de pie,Opcional,Opcional,1,
c_clave_prod_serv_20122362,20122362,Guía de campana de la línea de cable,Opcional,Opcional,1,
c_clave_prod_serv_20122363,20122363,Hallador de cable,Opcional,Opcional,1,
c_clave_prod_serv_20122364,20122364,Cadena de herramientas de línea de cable,Opcional,Opcional,1,
c_clave_prod_serv_20122365,20122365,Partes y accesorios del centralizador de cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122366,20122366,Descentralizador magnético,Opcional,Opcional,1,
c_clave_prod_serv_20122367,20122367,Herramienta de alado de la línea de cable,Opcional,Opcional,1,
c_clave_prod_serv_20122368,20122368,Mandril de la línea de cable,Opcional,Opcional,1,
c_clave_prod_serv_20122369,20122369,Herramienta de establecer línea de cable,Opcional,Opcional,1,
c_clave_prod_serv_20122370,20122370,Cruce de línea de cable,Opcional,Opcional,1,
c_clave_prod_serv_20122371,20122371,Centralizador de cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122372,20122372,Acople de pivote de línea de cable,Opcional,Opcional,1,
c_clave_prod_serv_20122373,20122373,Partes y accesorios de herramienta de kickover del cable de recuperación,Opcional,Opcional,1,
c_clave_prod_serv_20122400,20122400,Equipo de sistemas de producción,Opcional,Opcional,1,
c_clave_prod_serv_20122401,20122401,Dispositivo golpeador de cable,Opcional,Opcional,1,
c_clave_prod_serv_20122402,20122402,Evaporadores de producción de campo de petróleo,Opcional,Opcional,1,
c_clave_prod_serv_20122403,20122403,Probadores hipot,Opcional,Opcional,1,
c_clave_prod_serv_20122404,20122404,Maquinas de vueltas de campo de petróleo,Opcional,Opcional,1,
c_clave_prod_serv_20122405,20122405,Elevadores finales de motor,Opcional,Opcional,1,
c_clave_prod_serv_20122406,20122406,Probadores dieléctricos de aceite,Opcional,Opcional,1,
c_clave_prod_serv_20122407,20122407,Unidades de llenado al vacío de aceite,Opcional,Opcional,1,
c_clave_prod_serv_20122408,20122408,Enderezadores de eje de producción de campo petrolero,Opcional,Opcional,1,
c_clave_prod_serv_20122409,20122409,Bobina de producción de campo de petróleo,Opcional,Opcional,1,
c_clave_prod_serv_20122410,20122410,Analizadores de vibración,Opcional,Opcional,1,
c_clave_prod_serv_20122500,20122500,Equipo para tubería flexible,Opcional,Opcional,1,
c_clave_prod_serv_20122501,20122501,Herramientas de arenadora,Opcional,Opcional,1,
c_clave_prod_serv_20122502,20122502,Unidades de camión grúa de tubería flexible,Opcional,Opcional,1,
c_clave_prod_serv_20122503,20122503,Unidades de tubería flexible,Opcional,Opcional,1,Cespol
c_clave_prod_serv_20122504,20122504,Paquetes de manguera de tubería flexible,Opcional,Opcional,1,
c_clave_prod_serv_20122505,20122505,Sistemas inflables de tubería flexible,Opcional,Opcional,1,
c_clave_prod_serv_20122506,20122506,Cabezales de inyector de tubería flexible,Opcional,Opcional,1,
c_clave_prod_serv_20122507,20122507,Equipo de elevación de tubería flexible,Opcional,Opcional,1,
c_clave_prod_serv_20122508,20122508,Casas de operadores,Opcional,Opcional,1,
c_clave_prod_serv_20122509,20122509,Fuentes de poder de tubería flexible,Opcional,Opcional,1,
c_clave_prod_serv_20122510,20122510,Rollos de tubería flexible,Opcional,Opcional,1,
c_clave_prod_serv_20122511,20122511,Carretes de embobinar tubería flexible,Opcional,Opcional,1,
c_clave_prod_serv_20122512,20122512,Guías de tubería,Opcional,Opcional,1,
c_clave_prod_serv_20122513,20122513,Enganches de boca de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20122514,20122514,Estructuras de soporte de boca de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20122515,20122515,Tubería flexible de campo petrolero,Opcional,Opcional,1,
c_clave_prod_serv_20122516,20122516,Cadena de herramientas de tubería flexible,Opcional,Opcional,1,
c_clave_prod_serv_20122518,20122518,Centralizador de tubería flexible,Opcional,Opcional,1,
c_clave_prod_serv_20122600,20122600,Equipo sísmico,Opcional,Opcional,1,
c_clave_prod_serv_20122601,20122601,Sensores análogos sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122602,20122602,Arreglos sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122603,20122603,Aves de cable de serpentina sísmica,Opcional,Opcional,1,
c_clave_prod_serv_20122604,20122604,Tanqueros de taladro sísmico,Opcional,Opcional,1,
c_clave_prod_serv_20122605,20122605,Geófonos sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122606,20122606,Sistemas de gravedad sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122607,20122607,Sistemas de malacate de cañón sísmico,Opcional,Opcional,1,
c_clave_prod_serv_20122608,20122608,Hidrofonos sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122609,20122609,Fuentes de impulso sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122610,20122610,Cables serpentinas marinos sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122611,20122611,Cables del fondo del océano sísmico,Opcional,Opcional,1,
c_clave_prod_serv_20122612,20122612,Sistemas magnéticos sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122613,20122613,Equipo de posicionar sísmico,Opcional,Opcional,1,
c_clave_prod_serv_20122614,20122614,Arietes sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122615,20122615,Receptores sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122616,20122616,Sistemas de refracción sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122617,20122617,Controladores de fuente sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122618,20122618,Dispositivos de bobinar sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122619,20122619,Bloques de remolque sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122620,20122620,Puntos de remolque sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122621,20122621,Vibradores sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122622,20122622,Sistemas de grabar sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122623,20122623,Sistemas de procesamiento de datos sísmicos,Opcional,Opcional,1,
c_clave_prod_serv_20122700,20122700,Mercancía tubular para campo petrolero,Opcional,Opcional,1,
c_clave_prod_serv_20122701,20122701,Revestimiento para campo petrolero,Opcional,Opcional,1,
c_clave_prod_serv_20122702,20122702,Acoples para campo petrolero,Opcional,Opcional,1,
c_clave_prod_serv_20122703,20122703,Tubería corta para campo petrolero,Opcional,Opcional,1,
c_clave_prod_serv_20122704,20122704,Tubería para campo petrolero,Opcional,Opcional,1,
c_clave_prod_serv_20122705,20122705,Recubrimiento de tubería para campo petrolero,Opcional,Opcional,1,
c_clave_prod_serv_20122706,20122706,Revestimiento de conductor,Opcional,Opcional,1,
c_clave_prod_serv_20122707,20122707,Equipo para operar el revestimiento para conductor,Opcional,Opcional,1,
c_clave_prod_serv_20122708,20122708,Cruces de la tubería de perforación,Opcional,Opcional,1,
c_clave_prod_serv_20122709,20122709,Protectores de rosca para campo petrolero,Opcional,Opcional,1,
c_clave_prod_serv_20122710,20122710,Dispositivo para parar el revestimiento,Opcional,Opcional,1,
c_clave_prod_serv_20122800,20122800,Equipo y plataformas de reacondicionamiento y perforación,Opcional,Opcional,1,
c_clave_prod_serv_20122801,20122801,Agitadores de lodos,Opcional,Opcional,1,
c_clave_prod_serv_20122802,20122802,Depósitos de lodos,Opcional,Opcional,1,
c_clave_prod_serv_20122803,20122803,Equipo de aire para perforaciones,Opcional,Opcional,1,
c_clave_prod_serv_20122804,20122804,Taladros en barcazas,Opcional,Opcional,1,
c_clave_prod_serv_20122806,20122806,Desviadores de fluido,Opcional,Opcional,1,
c_clave_prod_serv_20122807,20122807,Aparejos de maniobras,Opcional,Opcional,1,
c_clave_prod_serv_20122808,20122808,Equipo para lecho de perforación,Opcional,Opcional,1,
c_clave_prod_serv_20122809,20122809,Pivotes de perforación,Opcional,Opcional,1,
c_clave_prod_serv_20122810,20122810,Barco – taladro de perforación,Opcional,Opcional,1,
c_clave_prod_serv_20122811,20122811,Elevadores de taladro de perforación,Opcional,Opcional,1,
c_clave_prod_serv_20122812,20122812,Estribos del taladro de perforación,Opcional,Opcional,1,
c_clave_prod_serv_20122813,20122813,Unidades de reacondicionamiento hidráulico,Opcional,Opcional,1,
c_clave_prod_serv_20122814,20122814,Sistemas de gatos para mover el taladro de perforación,Opcional,Opcional,1,
c_clave_prod_serv_20122815,20122815,Taladro de perforación marina movido con gatos,Opcional,Opcional,1,
c_clave_prod_serv_20122816,20122816,Bujes kelly,Opcional,Opcional,1,
c_clave_prod_serv_20122817,20122817,Válvulas kelly,Opcional,Opcional,1,
c_clave_prod_serv_20122818,20122818,Escobillas kelly,Opcional,Opcional,1,
c_clave_prod_serv_20122819,20122819,Kellys,Opcional,Opcional,1,
c_clave_prod_serv_20122820,20122820,Taladro de perforación en tierra,Opcional,Opcional,1,
c_clave_prod_serv_20122821,20122821,Equipo de limpieza de lodo,Opcional,Opcional,1,
c_clave_prod_serv_20122822,20122822,Múltiples para lodo,Opcional,Opcional,1,
c_clave_prod_serv_20122823,20122823,Mezcladoras de lodo,Opcional,Opcional,1,
c_clave_prod_serv_20122824,20122824,Equipo para manejo de tubería,Opcional,Opcional,1,
c_clave_prod_serv_20122825,20122825,Plataforma de taladro de perforación,Opcional,Opcional,1,
c_clave_prod_serv_20122826,20122826,Pivote de energía o transmisión superior,Opcional,Opcional,1,
c_clave_prod_serv_20122827,20122827,Patines para taladro,Opcional,Opcional,1,
c_clave_prod_serv_20122828,20122828,Elevadores del taladro de perforación,Opcional,Opcional,1,
c_clave_prod_serv_20122829,20122829,Mesas giratorias de taladro de perforación,Opcional,Opcional,1,
c_clave_prod_serv_20122830,20122830,Plataformas auto – elevadoras para el reacondicionamiento,Opcional,Opcional,1,
c_clave_prod_serv_20122831,20122831,Taladros de perforación semi – sumergibles,Opcional,Opcional,1,
c_clave_prod_serv_20122832,20122832,Deslizadores del lecho de perforación,Opcional,Opcional,1,
c_clave_prod_serv_20122833,20122833,Tenazas de reposición,Opcional,Opcional,1,
c_clave_prod_serv_20122834,20122834,Llave doble automática,Opcional,Opcional,1,
c_clave_prod_serv_20122835,20122835,Equipo viajero,Opcional,Opcional,1,
c_clave_prod_serv_20122836,20122836,Barcos de reacondicionamiento,Opcional,Opcional,1,
c_clave_prod_serv_20122837,20122837,Taladros de reacondicionamiento,Opcional,Opcional,1,
c_clave_prod_serv_20122838,20122838,Separadores de lodo (lutita),Opcional,Opcional,1,
c_clave_prod_serv_20122839,20122839,Desgasificadores de lodo,Opcional,Opcional,1,
c_clave_prod_serv_20122840,20122840,Bloques de corona,Opcional,Opcional,1,
c_clave_prod_serv_20122841,20122841,Bloques móviles,Opcional,Opcional,1,
c_clave_prod_serv_20122842,20122842,Desarenadores de lodo,Opcional,Opcional,1,
c_clave_prod_serv_20122843,20122843,Separadores de granos finos de lodo,Opcional,Opcional,1,
c_clave_prod_serv_20122844,20122844,Tenazas de energía,Opcional,Opcional,1,Pinzas eléctricas
c_clave_prod_serv_20122845,20122845,Partes y accesorios para el manejo de tubería,Opcional,Opcional,1,
c_clave_prod_serv_20122846,20122846,Trampolín,Opcional,Opcional,1,
c_clave_prod_serv_20122847,20122847,Sub y enchufe de elevador,Opcional,Opcional,1,
c_clave_prod_serv_20122848,20122848,Dispositivo de arreglo horizontal o unidad de trepidación,Opcional,Opcional,1,
c_clave_prod_serv_20122849,20122849,Araña de revestimiento de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20122851,20122851,Unidad de potencia hidráulica,Opcional,Opcional,1,
c_clave_prod_serv_20122900,20122900,Equipo de registrar datos de superficie,Opcional,Opcional,1,
c_clave_prod_serv_20122901,20122901,Conductos de registrar datos de superficie,Opcional,Opcional,1,
c_clave_prod_serv_20122902,20122902,Sensores de registrar datos de superficie,Opcional,Opcional,1,
c_clave_prod_serv_20122903,20122903,Unidades de registrar datos de superficie,Opcional,Opcional,1,
c_clave_prod_serv_20123000,20123000,Equipo multilateral,Opcional,Opcional,1,
c_clave_prod_serv_20123001,20123001,Revestimiento multilateral,Opcional,Opcional,1,
c_clave_prod_serv_20123002,20123002,Uniones multilaterales,Opcional,Opcional,1,
c_clave_prod_serv_20123003,20123003,Tapones multilaterales,Opcional,Opcional,1,
c_clave_prod_serv_20123004,20123004,Partes y accesorios de tapones multilaterales,Opcional,Opcional,1,
c_clave_prod_serv_20123100,20123100,Herramienta para salida de revestimientos,Opcional,Opcional,1,
c_clave_prod_serv_20123101,20123101,Herramienta de ajuste de salida de revestimientos,Opcional,Opcional,1,
c_clave_prod_serv_20123102,20123102,Whipstock de salida de revestimientos,Opcional,Opcional,1,
c_clave_prod_serv_20123200,20123200,Equipo de expansión en profundidad,Opcional,Opcional,1,
c_clave_prod_serv_20123201,20123201,Herramienta ranurada de ajuste expandible,Opcional,Opcional,1,
c_clave_prod_serv_20123202,20123202,Kit de reparación expandible,Opcional,Opcional,1,
c_clave_prod_serv_20123203,20123203,Revestimiento expandible,Opcional,Opcional,1,
c_clave_prod_serv_20123300,20123300,Herramientas para revestimientos mientras se perfora,Opcional,Opcional,1,
c_clave_prod_serv_20123301,20123301,Zapata de taladro,Opcional,Opcional,1,
c_clave_prod_serv_20123302,20123302,Partes y accesorios de zapata de taladro,Opcional,Opcional,1,
c_clave_prod_serv_20123303,20123303,Lanza de taladro,Opcional,Opcional,1,
c_clave_prod_serv_20123304,20123304,Partes y accesorios de lanza de taladro,Opcional,Opcional,1,
c_clave_prod_serv_20131000,20131000,Lodo de perforar y materiales,Opcional,Opcional,1,
c_clave_prod_serv_20131001,20131001,Agentes de control de filtración,Opcional,Opcional,1,
c_clave_prod_serv_20131002,20131002,Espaciadores de fluido,Opcional,Opcional,1,
c_clave_prod_serv_20131003,20131003,Agentes de circulación perdida,Opcional,Opcional,1,
c_clave_prod_serv_20131004,20131004,Lodos con base de petróleo,Opcional,Opcional,1,
c_clave_prod_serv_20131005,20131005,Aumentadores de la rata de penetración,Opcional,Opcional,1,
c_clave_prod_serv_20131006,20131006,Fluidos centradores,Opcional,Opcional,1,
c_clave_prod_serv_20131007,20131007,Lodos con base sintética,Opcional,Opcional,1,
c_clave_prod_serv_20131008,20131008,Agentes para adelgazar el lodo,Opcional,Opcional,1,
c_clave_prod_serv_20131009,20131009,Lodos con base en agua,Opcional,Opcional,1,
c_clave_prod_serv_20131010,20131010,Agentes para engruesar el lodo,Opcional,Opcional,1,
c_clave_prod_serv_20131100,20131100,Apuntalantes de fracturamiento de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20131101,20131101,Apuntaladores cerámicos,Opcional,Opcional,1,
c_clave_prod_serv_20131102,20131102,Arenas de fracturación,Opcional,Opcional,1,
c_clave_prod_serv_20131103,20131103,Apuntaladores cerámicos cubiertos de resina,Opcional,Opcional,1,
c_clave_prod_serv_20131104,20131104,Arenas de fracturación cubiertas de resina,Opcional,Opcional,1,
c_clave_prod_serv_20131105,20131105,Bauxitas sinterizadas cubierta de resina,Opcional,Opcional,1,
c_clave_prod_serv_20131106,20131106,Bauxitas sinterizadas,Opcional,Opcional,1,
c_clave_prod_serv_20131200,20131200,Fluidos de completar,Opcional,Opcional,1,
c_clave_prod_serv_20131201,20131201,Salmueras divalentes,Opcional,Opcional,1,
c_clave_prod_serv_20131202,20131202,Salmueras monovalentes,Opcional,Opcional,1,
c_clave_prod_serv_20131300,20131300,Cemento de pozo petrolero,Opcional,Opcional,1,
c_clave_prod_serv_20131301,20131301,Cemento a granel de pozo petrolero,Opcional,Opcional,1,
c_clave_prod_serv_20131302,20131302,Pozo petrolero cemento tipo i clase a,Opcional,Opcional,1,
c_clave_prod_serv_20131303,20131303,Pozo petrolero cemento tipo ii clase b,Opcional,Opcional,1,
c_clave_prod_serv_20131304,20131304,Pozo petrolero cemento clase c,Opcional,Opcional,1,
c_clave_prod_serv_20131305,20131305,Pozo petrolero cemento clase g,Opcional,Opcional,1,
c_clave_prod_serv_20131306,20131306,Pozo petrolero cemento clase h,Opcional,Opcional,1,
c_clave_prod_serv_20131307,20131307,Cemento liviano de pozo petrolero,Opcional,Opcional,1,
c_clave_prod_serv_20131308,20131308,Pozo petrolero cemento estándar fino tipo iii,Opcional,Opcional,1,
c_clave_prod_serv_20141000,20141000,Equipo de cabeza de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141001,20141001,Actuadores de boca de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141002,20141002,Bombas de balancín de boca de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141003,20141003,Líneas de flujo de boca de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141004,20141004,Válvulas de compuerta de boca de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141005,20141005,Reguladores de producción de boca de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141006,20141006,Accesorios de boca de pozo o flujo debajo de la superficie de boca de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141007,20141007,Accesorios de boca de pozo o flujo de superficie de boca de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141008,20141008,Válvulas de seguridad de la superficie de boca de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141011,20141011,Adaptador de cabeza de tubería,Opcional,Opcional,1,
c_clave_prod_serv_20141012,20141012,Revestimiento del cabezal de la carcasa,Opcional,Opcional,1,
c_clave_prod_serv_20141013,20141013,Carrete del cabezal de la tubería,Opcional,Opcional,1,
c_clave_prod_serv_20141014,20141014,Carrete del cabezal del revestimiento,Opcional,Opcional,1,
c_clave_prod_serv_20141015,20141015,Conexiones en t o en cruz de la boca de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141016,20141016,Base de llegada de la boca de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141017,20141017,Cuerpo de transporte boca de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141018,20141018,Colgador de boca de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141100,20141100,Sistemas de inyección químicos,Opcional,Opcional,1,
c_clave_prod_serv_20141101,20141101,Sistemas de inyección de parafina,Opcional,Opcional,1,
c_clave_prod_serv_20141200,20141200,Equipo de desarenar,Opcional,Opcional,1,
c_clave_prod_serv_20141201,20141201,Equipo de desarenar producción,Opcional,Opcional,1,
c_clave_prod_serv_20141300,20141300,Anclas y bombas de chorro de barrenas hacia abajo,Opcional,Opcional,1,
c_clave_prod_serv_20141301,20141301,Bombas de chorro de fondo de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141302,20141302,Partes y accesorios de bombas de chorro de fondo de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141303,20141303,Tubería de perforación,Opcional,Opcional,1,
c_clave_prod_serv_20141400,20141400,Accesorios de producción de barrenas hacia abajo,Opcional,Opcional,1,
c_clave_prod_serv_20141401,20141401,Topes de tubería,Opcional,Opcional,1,
c_clave_prod_serv_20141500,20141500,Bombas de barrenas hacia abajo,Opcional,Opcional,1,
c_clave_prod_serv_20141501,20141501,Bombas eléctricas de fondo de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141502,20141502,Bomba de fondo de pozo de cavidad progresiva,Opcional,Opcional,1,
c_clave_prod_serv_20141600,20141600,Bombas de exportación,Opcional,Opcional,1,
c_clave_prod_serv_20141601,20141601,Bombas neumáticas de exportación,Opcional,Opcional,1,
c_clave_prod_serv_20141700,20141700,Plataformas de almacenaje y producción a poca distancia de la costa,Opcional,Opcional,1,
c_clave_prod_serv_20141701,20141701,Plataformas fijas de producción costa afuera,Opcional,Opcional,1,
c_clave_prod_serv_20141702,20141702,Plataformas flotantes de producción costa afuera,Opcional,Opcional,1,
c_clave_prod_serv_20141703,20141703,Plataformas flotantes de almacenamiento costa afuera,Opcional,Opcional,1,
c_clave_prod_serv_20141704,20141704,Plataformas flotantes de brazo de tensión de producción costa afuera,Opcional,Opcional,1,
c_clave_prod_serv_20141705,20141705,Plataformas flotantes de brazo de tensión de almacenamiento costa afuera,Opcional,Opcional,1,
c_clave_prod_serv_20141800,20141800,Contadores para medir el flujo de producción del pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141801,20141801,Contadores de la turbina de gas de producción del pozo,Opcional,Opcional,1,
c_clave_prod_serv_20141900,20141900,Equipo de tratamiento de gas,Opcional,Opcional,1,
c_clave_prod_serv_20141901,20141901,Equipo de tratamiento de gas para producción del pozo,Opcional,Opcional,1,
c_clave_prod_serv_20142000,20142000,Regeneradores de glicol,Opcional,Opcional,1,
c_clave_prod_serv_20142001,20142001,Regeneradores de glicol de pozo petrolero,Opcional,Opcional,1,
c_clave_prod_serv_20142100,20142100,Tratadores de calentadores,Opcional,Opcional,1,
c_clave_prod_serv_20142101,20142101,Tratadores de calentadores de aceite para pozo,Opcional,Opcional,1,
c_clave_prod_serv_20142200,20142200,Calentadores de línea,Opcional,Opcional,1,
c_clave_prod_serv_20142201,20142201,Calentadores de línea eléctrica,Opcional,Opcional,1,
c_clave_prod_serv_20142300,20142300,Deslizaderos de inyección de producción,Opcional,Opcional,1,
c_clave_prod_serv_20142301,20142301,Patines de inyección neumática de metanol,Opcional,Opcional,1,
c_clave_prod_serv_20142400,20142400,Equipo para el lecho del océano,Opcional,Opcional,1,
c_clave_prod_serv_20142401,20142401,Equipo para producción submarina de boca de pozo,Opcional,Opcional,1,
c_clave_prod_serv_20142402,20142402,Tuberías submarinas umbilicales o flexibles,Opcional,Opcional,1,
c_clave_prod_serv_20142403,20142403,Sistema múltiple de distribución de producción submarina,Opcional,Opcional,1,
c_clave_prod_serv_20142404,20142404,Sistema de bombeo y separación anular vertical,Opcional,Opcional,1,
c_clave_prod_serv_20142405,20142405,Cruz de producción y componente submarino,Opcional,Opcional,1,
c_clave_prod_serv_20142406,20142406,Sistema de control submarino,Opcional,Opcional,1,
c_clave_prod_serv_20142407,20142407,Ensamble de terminación umbilical submarina,Opcional,Opcional,1,
c_clave_prod_serv_20142500,20142500,Equipo para tratar agua producida,Opcional,Opcional,1,
c_clave_prod_serv_20142501,20142501,Centrífugas de petróleo del agua del campo petrolífero,Opcional,Opcional,1,
c_clave_prod_serv_20142600,20142600,Instrumentación del sistema de control de producción,Opcional,Opcional,1,
c_clave_prod_serv_20142601,20142601,Sistemas inalámbricos de control de producción,Opcional,Opcional,1,
c_clave_prod_serv_20142700,20142700,Unidades de bombear,Opcional,Opcional,1,
c_clave_prod_serv_20142701,20142701,Gatos de la varilla de bombeo,Opcional,Opcional,1,
c_clave_prod_serv_20142702,20142702,Bombas de barra,Opcional,Opcional,1,
c_clave_prod_serv_20142703,20142703,Bombas de barra mecánica,Opcional,Opcional,1,
c_clave_prod_serv_20142704,20142704,Ensamble de marco de bombeo y extensión,Opcional,Opcional,1,
c_clave_prod_serv_20142705,20142705,Ensamble de biela,Opcional,Opcional,1,
c_clave_prod_serv_20142706,20142706,Ensamble de ecualizador pitman,Opcional,Opcional,1,
c_clave_prod_serv_20142707,20142707,Ensamble de cabezote,Opcional,Opcional,1,
c_clave_prod_serv_20142708,20142708,Ensamble de puesto samson,Opcional,Opcional,1,
c_clave_prod_serv_20142709,20142709,Ensamble de viga de caminar,Opcional,Opcional,1,
c_clave_prod_serv_20142710,20142710,Ensamble de barra de colgador,Opcional,Opcional,1,
c_clave_prod_serv_20142800,20142800,Separadores de producción,Opcional,Opcional,1,
c_clave_prod_serv_20142801,20142801,Separadores de agua petróleo,Opcional,Opcional,1,
c_clave_prod_serv_20142900,20142900,Tanques y recipientes almacenadores,Opcional,Opcional,1,
c_clave_prod_serv_20142901,20142901,Tanques almacenadores de petróleo,Opcional,Opcional,1,
c_clave_prod_serv_20142902,20142902,Tanque de fibra de vidrio,Opcional,Opcional,1,
c_clave_prod_serv_20142903,20142903,Tanque de acero,Opcional,Opcional,1,
c_clave_prod_serv_20142904,20142904,Tanque plástico,Opcional,Opcional,1,
c_clave_prod_serv_20142905,20142905,Tanque receptor de aire,Opcional,Opcional,1,
c_clave_prod_serv_20143000,20143000,Vástagos de succión,Opcional,Opcional,1,
c_clave_prod_serv_20143001,20143001,Vástagos de succión de aleación de acero,Opcional,Opcional,1,
c_clave_prod_serv_20143002,20143002,Varillas cortas,Opcional,Opcional,1,
c_clave_prod_serv_20143003,20143003,Vástago continuo de succión,Opcional,Opcional,1,
c_clave_prod_serv_20143004,20143004,Pin de terminación roscada de vástago continuo de succión,Opcional,Opcional,1,
c_clave_prod_serv_20143005,20143005,Acople deslizante de vástago continuo de succión,Opcional,Opcional,1,
c_clave_prod_serv_20143300,20143300,Equipo para servicio de oleoductos,Opcional,Opcional,1,
c_clave_prod_serv_20143301,20143301,Dispositivo limpiador de oleoductos,Opcional,Opcional,1,
c_clave_prod_serv_20143302,20143302,Equipo para inspeccionar el interior del oleoducto,Opcional,Opcional,1,
c_clave_prod_serv_20143303,20143303,Cortador robótico del interior del oleoducto,Opcional,Opcional,1,
c_clave_prod_serv_21101500,21101500,Maquinaria agrícola para preparación del suelo,Opcional,Opcional,1,
c_clave_prod_serv_21101501,21101501,Arados,Opcional,Opcional,1,
c_clave_prod_serv_21101502,21101502,Pulverizadores,Opcional,Opcional,1,
c_clave_prod_serv_21101503,21101503,Cultivadoras,Opcional,Opcional,1,
c_clave_prod_serv_21101504,21101504,Desmalezadoras,Opcional,Opcional,1,
c_clave_prod_serv_21101505,21101505,Máquinas desyerbadoras,Opcional,Opcional,1,
c_clave_prod_serv_21101506,21101506,Máquinas aplanadoras o niveladoras,Opcional,Opcional,1,
c_clave_prod_serv_21101507,21101507,Rodillos agrícolas,Opcional,Opcional,1,
c_clave_prod_serv_21101508,21101508,Rodillos para prados o terrenos deportivos,Opcional,Opcional,1,
c_clave_prod_serv_21101509,21101509,Máquina para drenaje de zanjas,Opcional,Opcional,1,
c_clave_prod_serv_21101511,21101511,Chorros de riego,Opcional,Opcional,1,
c_clave_prod_serv_21101512,21101512,Gastos generales de riego,Opcional,Opcional,1,
c_clave_prod_serv_21101513,21101513,Discos,Opcional,Opcional,1,
c_clave_prod_serv_21101514,21101514,Arados de subsuelo,Opcional,Opcional,1,
c_clave_prod_serv_21101516,21101516,Sembradoras,Opcional,Opcional,1,
c_clave_prod_serv_21101517,21101517,Motocultivador giratorio o de potencia,Opcional,Opcional,1,
c_clave_prod_serv_21101518,21101518,Esterilizador de suelo,Opcional,Opcional,1,
